IDFANGRAPHS,ID,Player,Position,Status,Age,ADP,exit_velo_batting,brl_batting,xAVG_batting,xSLG_batting,xwOBA_batting,xOBP_batting,xISO_batting,xwoba_percentile_batting,xba_percentile_batting,xslg_percentile_batting,xiso_percentile_batting,xobp_percentile_batting,brl_percentile_batting,brl_percent_percentile_batting,exit_velocity_percentile_batting,hard_hit_percent_percentile_batting,k_percent_percentile_batting,bb_percent_percentile_batting,whiff_percent_percentile_batting,sprint_speed_percentile_batting,exit_velo_pitching,brl_pitching,xAVG_pitching,xSLG_pitching,xwOBA_pitching,xERA_pitching,xwoba_percentile_pitching,xba_percentile_pitching,xslg_percentile_pitching,xiso_percentile_pitching,xobp_percentile_pitching,brl_percent_percentile_pitching,exit_velocity_percentile_pitching,hard_hit_percent_percentile_pitching,k_percent_percentile_pitching,bb_percent_percentile_pitching,whiff_percent_percentile_pitching,xera_percentile_pitching,fb_velocity_percentile_pitching,fb_spin_percentile_pitching,curve_spin_percentile_pitching
19291,*041qo*,Zac Gallen,SP,Scavenge,26,111.63,,,,,,,,,,,,,,,,,,,,31.0,,,0.23,0.382,0.306,3.98,56.0,60.0,58.0,57.0,55.0,48.0,39.0,18.0,70.0,34.0,28.0,56.0,45.0,67.0,47.0
11368,*01uqq*,Yasmani Grandal,C,Scavenge,33,112.85,93.1,7.2,0.259,0.51,0.414,0.439,0.251,97.0,58.0,86.0,88.0,100.0,44.0,83.0,96.0,96.0,46.0,100.0,47.0,7.0,93.1,7.2,,,,,,,,,,,,,,,,,,,
9132,*01ut7*,Nathan Eovaldi,SP,lasmimis,31,113.14,,,,,,,,,,,,,,,,,,,,,,,0.239,0.366,0.283,3.37,79.0,49.0,67.0,79.0,84.0,72.0,68.0,67.0,62.0,96.0,47.0,79.0,86.0,29.0,10.0
14710,*02my5*,Edwin Diaz,RP,99 prob,27,113.69,,,,,,,,,,,,,,,,,,,,,,,0.174,0.265,0.251,2.64,95.0,97.0,98.0,96.0,85.0,88.0,76.0,99.0,96.0,41.0,96.0,95.0,100.0,61.0,
sa3011225,*04lgp*,Bobby Witt Jr.,SS,99 prob,21,113.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12861,*01tt9*,Anthony Rendon,3B,FA,31,114.06,,,0.233,0.369,0.303,0.324,0.136,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,
16478,*03cag*,Kyle Schwarber,OF,CALIXTO,28,115.23,92.3,10.2,0.265,0.564,0.399,0.374,0.3,95.0,69.0,93.0,96.0,93.0,82.0,96.0,90.0,93.0,16.0,94.0,25.0,45.0,92.3,10.2,,,,,,,,,,,,,,,,,,,
14566,*02i3z*,Franmil Reyes,UT,Canha Ge,26,118.27,92.0,9.9,0.244,0.509,0.351,0.318,0.265,74.0,34.0,85.0,90.0,40.0,81.0,94.0,89.0,87.0,3.0,55.0,6.0,31.0,92.0,9.9,,,,,,,,,,,,,,,,,,,
15672,*02k18*,Austin Meadows,OF,Canha Ge,26,119.13,89.3,5.9,0.239,0.423,0.325,0.324,0.184,46.0,27.0,48.0,55.0,49.0,63.0,53.0,48.0,32.0,55.0,66.0,51.0,61.0,89.3,5.9,,,,,,,,,,,,,,,,,,,
22558,*04ggr*,Jarred Kelenic,OF,Scavenge,22,119.64,87.5,6.1,0.218,0.408,0.31,0.3,0.19,28.0,7.0,39.0,62.0,16.0,36.0,64.0,20.0,37.0,11.0,61.0,35.0,54.0,87.5,6.1,,,,,,,,,,,,,,,,,,,
17295,*04auj*,Framber Valdez,SP,lasmimis,28,120.13,,,,,,,,,,,,,,,,,,,,,,,0.23,0.342,0.301,3.84,65.0,60.0,81.0,88.0,36.0,81.0,9.0,11.0,37.0,25.0,49.0,65.0,35.0,33.0,92.0
12304,*02c2h*,Chris Bassitt,SP,99 prob,32,121.92,,,,,,,,,,,,,,,,,,,,,,,0.227,0.363,0.286,3.45,76.0,66.0,70.0,73.0,79.0,68.0,76.0,88.0,60.0,81.0,32.0,76.0,28.0,30.0,32.0
22264,*04cwf*,Shane Baz,SP,sfernand,22,124.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,*000dp*,Justin Verlander,SP,W (Sun),38,126.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18036,*03qmh*,Jake Cronenworth,"1B,2B,SS",La Maqui,27,126.85,88.6,5.4,0.28,0.446,0.346,0.354,0.166,68.0,86.0,61.0,45.0,78.0,63.0,38.0,37.0,23.0,90.0,45.0,97.0,86.0,88.6,5.4,,,,,,,,,,,,,,,,,,,
18373,*03pjl*,Ryan Mountcastle,"1B,OF",sfernand,24,127.76,89.1,7.7,0.245,0.458,0.326,0.303,0.213,49.0,37.0,71.0,74.0,19.0,80.0,79.0,45.0,41.0,14.0,25.0,12.0,75.0,89.1,7.7,,,,,,,,,,,,,,,,,,,
7005,*02zif*,Ryan Pressly,RP,miche,33,128.86,,,,,,,,,,,,,,,,,,,,,,,0.2,0.326,0.247,2.55,97.0,89.0,88.0,81.0,99.0,71.0,18.0,35.0,94.0,92.0,84.0,97.0,80.0,97.0,100.0
10233,*01gya*,Aroldis Chapman,RP,Pinstrip,33,128.95,,,,,,,,,,,,,,,,,,,,,,,0.175,0.363,0.302,3.87,61.0,97.0,70.0,26.0,46.0,0.0,68.0,36.0,99.0,1.0,99.0,61.0,99.0,80.0,
19951,*041m0*,Ian Anderson,SP,METS,23,129.77,,,,,,,,,,,,,,,,,,,,4.0,,,0.24,0.413,0.317,4.3,40.0,48.0,42.0,37.0,44.0,20.0,60.0,50.0,48.0,28.0,69.0,40.0,72.0,10.0,2.0
23735,*04ni3*,Luis Garcia,SP,SLG,25,129.99,,,,,,,,,,,,,,,,,,,,,,,0.236,0.394,0.305,3.95,57.0,53.0,51.0,49.0,67.0,56.0,66.0,50.0,68.0,56.0,80.0,57.0,17.0,77.0,24.0
9874,*01sfi*,DJ LeMahieu,"1B,2B,3B",sfernand,33,130.72,90.6,2.8,0.282,0.395,0.338,0.364,0.113,63.0,89.0,32.0,12.0,85.0,26.0,12.0,74.0,68.0,91.0,73.0,96.0,40.0,90.6,2.8,,,,,,,,,,,,,,,,,,,
18314,*03ae8*,Dansby Swanson,SS,sfernand,27,131.17,89.3,7.5,0.251,0.456,0.332,0.316,0.205,55.0,47.0,68.0,70.0,38.0,84.0,76.0,48.0,63.0,22.0,37.0,16.0,82.0,89.3,7.5,,,,,,,,,,,,,,,,,,,
15873,*02x0f*,Sean Manaea,SP,CALIXTO,29,131.65,,,,,,,,,,,,,,,,,,,,,,,0.249,0.419,0.313,4.18,47.0,36.0,36.0,40.0,68.0,47.0,18.0,29.0,64.0,89.0,58.0,47.0,32.0,6.0,5.0
22250,*04n0m*,Logan Gilbert,SP,sfernand,24,131.76,,,,,,,,,,,,,,,,,,,,,,,0.242,0.428,0.31,4.09,49.0,45.0,32.0,28.0,73.0,33.0,21.0,11.0,62.0,88.0,58.0,49.0,79.0,40.0,11.0
18564,*03pit*,Trent Grisham,OF,lasmimis,25,132,88.8,3.4,0.241,0.368,0.309,0.328,0.127,26.0,30.0,18.0,20.0,53.0,23.0,23.0,38.0,29.0,42.0,67.0,71.0,91.0,88.8,3.4,,,,,,,,,,,,,,,,,,,
19918,*04efa*,Daulton Varsho,"C,OF",Hit,25,132.21,87.7,5.1,0.248,0.43,0.323,0.32,0.182,,,,,,,,,,,,,84.0,87.7,5.1,,,,,,,,,,,,,,,,,,,
18607,*04p9n*,Jared Walsh,1B,METS,28,133.77,89.6,7.4,0.255,0.433,0.325,0.321,0.178,46.0,54.0,55.0,52.0,43.0,77.0,75.0,55.0,52.0,20.0,40.0,39.0,51.0,89.6,7.4,,,,,,,,,,,,,,,,,,,
21032,*04ug5*,Emmanuel Clase,RP,CALIXTO,23,134.73,,,,,,,,,,,,,,,,,,,,,,,0.203,0.267,0.228,2.18,99.0,87.0,97.0,100.0,98.0,100.0,91.0,96.0,69.0,86.0,89.0,99.0,100.0,98.0,
17232,*03eet*,Yoan Moncada,3B,99 prob,26,138.03,90.1,4.9,0.259,0.422,0.35,0.371,0.163,73.0,58.0,47.0,42.0,91.0,49.0,48.0,67.0,51.0,23.0,94.0,26.0,67.0,90.1,4.9,,,,,,,,,,,,,,,,,,,
17277,*03et8*,Ranger Suarez,"SP,RP",La Maqui,26,140.28,,,,,,,,,,,,,,,,,,,,3.0,,,0.204,0.278,0.25,2.62,96.0,87.0,97.0,99.0,86.0,98.0,87.0,93.0,63.0,56.0,56.0,96.0,49.0,2.0,
2036,*005ih*,Clayton Kershaw,SP,Scavenge,33,142.67,,,,,,,,,,,,,,,,,,,,5.0,,,0.222,0.372,0.275,3.17,85.0,71.0,64.0,57.0,93.0,62.0,66.0,61.0,85.0,97.0,94.0,85.0,15.0,95.0,63.0
15986,*03atq*,Willy Adames,SS,sfernand,26,142.67,89.5,7.0,0.236,0.438,0.325,0.314,0.202,46.0,23.0,56.0,67.0,35.0,72.0,76.0,53.0,72.0,11.0,69.0,9.0,73.0,89.5,7.0,,,,,,,,,,,,,,,,,,,
13431,*02hg4*,Marcus Stroman,SP,sfernand,30,144.67,,,,,,,,,,,,,,,,,,,,9.0,,,0.262,0.418,0.318,4.33,40.0,21.0,37.0,52.0,51.0,68.0,41.0,25.0,35.0,84.0,54.0,40.0,24.0,79.0,61.0
16472,*03de9*,Rhys Hoskins,1B,METS,28,145.46,91.2,10.8,0.249,0.564,0.378,0.336,0.315,90.0,42.0,93.0,98.0,60.0,82.0,94.0,83.0,77.0,29.0,71.0,37.0,38.0,91.2,10.8,,,,,,,,,,,,,,,,,,,
5254,*01seb*,Robbie Grossman,OF,Pinstrip,32,146.33,87.8,4.6,0.234,0.399,0.334,0.355,0.165,58.0,20.0,33.0,44.0,80.0,53.0,42.0,23.0,19.0,38.0,97.0,71.0,68.0,87.8,4.6,,,,,,,,,,,,,,,,,,,
3096,*01svz*,Kenley Jansen,RP,SLG,34,146.87,,,,,,,,,,,,,,,,,,,,,,,0.18,0.271,0.26,2.83,93.0,96.0,97.0,96.0,71.0,92.0,99.0,99.0,89.0,8.0,90.0,93.0,43.0,97.0,
13164,*029si*,Eduardo Rodriguez,SP,Scavenge,28,147.73,,,,,,,,,,,,,,,,,,,,,,,0.233,0.367,0.288,3.5,75.0,56.0,67.0,74.0,76.0,63.0,90.0,87.0,76.0,70.0,51.0,75.0,24.0,33.0,
12808,*02bsw*,Mike Clevinger,SP,Pinstrip,31,150.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,*00031*,Joey Votto,1B,miche,38,150.27,92.9,10.5,0.274,0.592,0.406,0.383,0.318,96.0,81.0,98.0,99.0,94.0,91.0,95.0,93.0,96.0,32.0,97.0,20.0,18.0,92.9,10.5,,,,,,,,,,,,,,,,,,,
15890,*03ab0*,Luis Severino,RP,miche,27,150.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,*000wm*,Adam Wainwright,SP,METS,40,150.54,,,,,,,,,,,,,,,,,,,,6.0,,,0.251,0.388,0.302,3.87,61.0,33.0,54.0,71.0,63.0,75.0,64.0,72.0,30.0,83.0,7.0,61.0,3.0,63.0,90.0
19238,*03nri*,Lourdes Gurriel Jr.,OF,Canha Ge,28,150.59,89.7,7.2,0.27,0.459,0.336,0.316,0.189,60.0,76.0,71.0,61.0,38.0,72.0,61.0,59.0,65.0,66.0,13.0,53.0,41.0,89.7,7.2,,,,,,,,,,,,,,,,,,,
20126,*041mc*,Dylan Carlson,OF,miche,23,152.26,88.3,4.5,0.246,0.404,0.32,0.327,0.158,39.0,39.0,38.0,37.0,52.0,46.0,35.0,29.0,9.0,27.0,55.0,27.0,73.0,88.3,4.5,,,,,,,,,,,,,,,,,,,
11609,*03oh0*,Willson Contreras,C,Hit,29,153.65,91.8,6.4,0.239,0.447,0.346,0.343,0.208,68.0,27.0,61.0,72.0,67.0,53.0,73.0,88.0,86.0,10.0,73.0,5.0,64.0,91.8,6.4,,,,,,,,,,,,,,,,,,,
16505,*03d6s*,Matt Chapman,3B,Pinstrip,28,154.73,89.7,7.4,0.209,0.423,0.321,0.314,0.214,41.0,3.0,48.0,75.0,35.0,81.0,86.0,59.0,54.0,3.0,91.0,8.0,76.0,89.7,7.4,,,,,,,,,,,,,,,,,,,
22267,*04ptt*,Tarik Skubal,SP,La Maqui,25,154.82,,,,,,,,,,,,,,,,,,,,,,,0.267,0.508,0.357,5.62,9.0,17.0,4.0,2.0,31.0,1.0,13.0,8.0,65.0,63.0,54.0,9.0,69.0,29.0,19.0
16997,*031t0*,Gleyber Torres,SS,Pinstrip,25,156.69,87.1,5.4,0.264,0.422,0.33,0.335,0.158,52.0,68.0,47.0,37.0,58.0,46.0,43.0,15.0,26.0,58.0,62.0,38.0,50.0,87.1,5.4,,,,,,,,,,,,,,,,,,,
13757,*02u47*,Chris Taylor,"2B,SS,OF",SLG,31,157,88.2,6.0,0.237,0.422,0.329,0.33,0.185,51.0,25.0,47.0,56.0,56.0,63.0,66.0,29.0,33.0,9.0,73.0,8.0,91.0,88.2,6.0,,,,,,,,,,,,,,,,,,,
12546,*02bq4*,C.J. Cron,1B,Canha Ge,32,157.06,88.8,7.5,0.261,0.48,0.363,0.359,0.22,83.0,64.0,77.0,77.0,84.0,75.0,77.0,38.0,56.0,50.0,77.0,31.0,28.0,88.8,7.5,,,,,,,,,,,,,,,,,,,
12768,*0260v*,Sonny Gray,SP,Hit,32,157.5,,,,,,,,,,,,,,,,,,,,12.0,,,0.216,0.324,0.278,3.25,84.0,78.0,89.0,89.0,71.0,92.0,88.0,91.0,72.0,43.0,49.0,84.0,25.0,82.0,85.0
16376,*02z0t*,Michael Conforto,OF,lasmimis,28,160.72,88.5,5.8,0.253,0.435,0.35,0.364,0.182,73.0,51.0,55.0,54.0,85.0,46.0,58.0,35.0,39.0,46.0,87.0,62.0,52.0,88.5,5.8,,,,,,,,,,,,,,,,,,,
15464,*03022*,Hunter Renfroe,OF,Canha Ge,29,160.99,90.1,10.0,0.259,0.504,0.353,0.319,0.245,74.0,58.0,84.0,87.0,41.0,92.0,88.0,67.0,71.0,41.0,33.0,39.0,57.0,90.1,10.0,,,,,,,,,,,,,,,,,,,
16122,*03di6*,Jordan Romano,RP,Canha Ge,28,161.54,,,,,,,,,,,,,,,,,,,,,,,0.173,0.296,0.251,2.64,95.0,98.0,95.0,82.0,94.0,25.0,41.0,85.0,95.0,28.0,84.0,95.0,97.0,83.0,
17027,*03d7g*,Alex Verdugo,OF,99 prob,25,162.08,90.0,5.5,0.285,0.446,0.342,0.348,0.161,65.0,90.0,61.0,39.0,73.0,59.0,38.0,66.0,67.0,81.0,42.0,88.0,52.0,90.0,5.5,,,,,,,,,,,,,,,,,,,
17620,*03qqb*,Myles Straw,OF,FA,27,163.77,87.1,0.9,0.26,0.337,0.306,0.339,0.077,23.0,62.0,8.0,3.0,62.0,3.0,3.0,15.0,3.0,65.0,71.0,97.0,96.0,87.1,0.9,,,,,,,,,,,,,,,,,,,
13145,*026lz*,Josh Bell,1B,Hit,29,165.09,92.5,6.2,0.277,0.487,0.366,0.362,0.21,85.0,82.0,79.0,73.0,84.0,63.0,53.0,92.0,93.0,73.0,81.0,55.0,33.0,92.5,6.2,,,,,,,,,,,,,,,,,,,
18577,*03pji*,Ke'Bryan Hayes,3B,Hit,24,167.08,90.2,3.5,0.247,0.367,0.298,0.307,0.119,17.0,40.0,18.0,15.0,24.0,14.0,20.0,71.0,75.0,45.0,35.0,77.0,70.0,90.2,3.5,,,,,,,,,,,,,,,,,,,
17907,*03lua*,Brendan Rodgers,"2B,SS",99 prob,25,168.04,88.8,4.6,0.251,0.412,0.309,0.298,0.161,26.0,47.0,42.0,39.0,14.0,26.0,29.0,38.0,45.0,58.0,3.0,64.0,44.0,88.8,4.6,,,,,,,,,,,,,,,,,,,
17282,*03d6v*,Michael Kopech,RP,lasmimis,25,168.46,,,,,,,,,,,,,,,,,,,,,,,0.182,0.327,0.256,2.74,94.0,95.0,88.0,63.0,95.0,30.0,60.0,72.0,97.0,47.0,88.0,94.0,96.0,98.0,55.0
19287,*04aq4*,Adolis Garcia,OF,La Maqui,28,171.04,91.0,7.2,0.223,0.426,0.302,0.271,0.203,21.0,11.0,50.0,68.0,2.0,80.0,77.0,80.0,74.0,5.0,6.0,6.0,83.0,91.0,7.2,,,,,,,,,,,,,,,,,,,
5235,*01lum*,Justin Turner,3B,CALIXTO,37,172.13,90.9,5.7,0.27,0.469,0.359,0.357,0.199,80.0,76.0,75.0,66.0,81.0,63.0,45.0,79.0,60.0,80.0,66.0,88.0,22.0,90.9,5.7,,,,,,,,,,,,,,,,,,,
8048,*01skh*,Will Smith,RP,Pinstrip,32,174.63,,,,,,,,,,,,,,,,,,,,,,,0.196,0.353,0.284,3.39,78.0,91.0,77.0,52.0,76.0,25.0,53.0,29.0,88.0,28.0,89.0,78.0,41.0,50.0,9.0
14444,*02xik*,Hyun Jin Ryu,SP,Canha Ge,34,174.86,,,,,,,,,,,,,,,,,,,,,,,0.264,0.439,0.323,4.48,36.0,19.0,27.0,35.0,60.0,38.0,32.0,26.0,27.0,91.0,22.0,36.0,5.0,4.0,60.0
14221,*02i11*,Jorge Soler,OF,sfernand,29,175.14,91.2,8.0,0.249,0.493,0.358,0.341,0.244,79.0,42.0,81.0,86.0,65.0,82.0,82.0,83.0,79.0,34.0,78.0,22.0,47.0,91.2,8.0,,,,,,,,,,,,,,,,,,,
15038,*03amq*,German Marquez,SP,sfernand,26,175.68,,,,,,,,,,,,,,,,,,,,14.0,,,0.249,0.389,0.308,4.04,53.0,36.0,53.0,69.0,44.0,86.0,48.0,43.0,49.0,47.0,57.0,53.0,73.0,15.0,79.0
18413,*0440h*,Jose Urquidy,SP,Canha Ge,26,176,,,,,,,,,,,,,,,,,,,,,,,0.244,0.434,0.306,3.98,55.0,42.0,29.0,24.0,84.0,22.0,54.0,70.0,32.0,96.0,40.0,55.0,36.0,43.0,67.0
22168,*041qi*,Akil Baddoo,OF,lasmimis,23,178.05,86.0,5.6,0.227,0.403,0.309,0.303,0.176,26.0,14.0,37.0,49.0,19.0,42.0,53.0,6.0,14.0,18.0,63.0,16.0,91.0,86.0,5.6,,,,,,,,,,,,,,,,,,,
19879,*03djk*,Tanner Houck,SP,lasmimis,25,178.71,,,,,,,,,,,,,,,,,,,,,,,0.213,0.337,0.277,3.22,84.0,80.0,83.0,81.0,80.0,43.0,82.0,77.0,87.0,63.0,81.0,84.0,66.0,19.0,
17919,*03nmw*,Ian Happ,OF,miche,27,178.86,89.5,6.4,0.22,0.4,0.318,0.319,0.18,38.0,8.0,35.0,52.0,41.0,63.0,74.0,53.0,54.0,9.0,83.0,10.0,67.0,89.5,6.4,,,,,,,,,,,,,,,,,,,
26197,*04si2*,Andrew Vaughn,OF,SLG,23,180.69,91.1,7.5,0.242,0.432,0.33,0.319,0.191,52.0,32.0,53.0,62.0,41.0,63.0,72.0,82.0,81.0,49.0,47.0,49.0,37.0,91.1,7.5,,,,,,,,,,,,,,,,,,,
2434,*0001d*,Nelson Cruz,UT,SLG,41,180.99,92.9,9.2,0.265,0.514,0.364,0.341,0.249,84.0,69.0,87.0,87.0,65.0,89.0,85.0,93.0,94.0,48.0,47.0,14.0,29.0,92.9,9.2,,,,,,,,,,,,,,,,,,,
15112,*0310n*,Ryan McMahon,"2B,3B",METS,27,185.44,90.5,4.7,0.243,0.424,0.324,0.322,0.182,45.0,33.0,49.0,54.0,46.0,46.0,38.0,73.0,68.0,26.0,65.0,22.0,34.0,90.5,4.7,,,,,,,,,,,,,,,,,,,
17982,*03whq*,Ty France,"1B,2B",La Maqui,27,188.82,88.5,4.9,0.269,0.435,0.346,0.352,0.166,68.0,74.0,55.0,45.0,76.0,55.0,33.0,35.0,36.0,78.0,26.0,84.0,21.0,88.5,4.9,,,,,,,,,,,,,,,,,,,
11762,*025ew*,Noah Syndergaard,SP,lasmimis,29,188.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,*01urw*,Avisail Garcia,OF,SLG,30,189.9,90.4,8.2,0.278,0.515,0.367,0.347,0.237,86.0,83.0,87.0,84.0,71.0,76.0,80.0,73.0,78.0,36.0,29.0,6.0,88.0,90.4,8.2,,,,,,,,,,,,,,,,,,,
16622,*03o43*,Luis Urias,"2B,3B,SS",miche,24,190.92,87.9,6.1,0.241,0.427,0.333,0.338,0.186,57.0,30.0,52.0,57.0,61.0,63.0,59.0,25.0,46.0,56.0,78.0,67.0,40.0,87.9,6.1,,,,,,,,,,,,,,,,,,,
sa3011643,*04q2n*,Adley Rutschman,C,Hit,23,192.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20468,*03gl9*,Huascar Ynoa,SP,lasmimis,23,194.35,,,,,,,,,,,,,,,,,,,,11.0,,,0.248,0.428,0.317,4.3,44.0,38.0,32.0,31.0,60.0,28.0,11.0,14.0,72.0,73.0,69.0,44.0,90.0,28.0,
13781,*02mwv*,Alex Wood,SP,CALIXTO,31,194.53,,,,,,,,,,,,,,,,,,,,2.0,,,0.239,0.376,0.303,3.9,60.0,49.0,62.0,71.0,55.0,86.0,29.0,33.0,65.0,73.0,61.0,60.0,27.0,19.0,
12552,*02jh6*,Eugenio Suarez,"3B,SS",Scavenge,30,195.5,89.1,8.9,0.215,0.455,0.326,0.302,0.24,49.0,5.0,67.0,84.0,18.0,86.0,89.0,45.0,41.0,6.0,63.0,19.0,43.0,89.1,8.9,,,,,,,,,,,,,,,,,,,
16269,*03dim*,John Means,SP,Canha Ge,28,195.77,,,,,,,,,,,,,,,,,,,,,,,0.242,0.441,0.31,4.09,52.0,45.0,25.0,17.0,84.0,13.0,71.0,58.0,44.0,96.0,43.0,52.0,41.0,84.0,25.0
5343,*01sdl*,Brandon Crawford,SS,99 prob,34,196.68,88.8,8.0,0.259,0.492,0.356,0.341,0.233,77.0,58.0,80.0,81.0,65.0,78.0,77.0,38.0,67.0,65.0,67.0,21.0,25.0,88.8,8.0,,,,,,,,,,,,,,,,,,,
20492,*04mlf*,Casey Mize,SP,Pinstrip,24,196.81,,,,,,,,,,,,,,,,,,,,,,,0.253,0.461,0.337,4.92,20.0,28.0,15.0,11.0,41.0,14.0,41.0,36.0,20.0,73.0,22.0,20.0,55.0,22.0,17.0
19447,*03qpi*,Patrick Sandoval,SP,miche,25,196.81,,,,,,,,,,,,,,,,,,,,,,,0.218,0.341,0.291,3.57,73.0,76.0,83.0,82.0,62.0,76.0,97.0,74.0,65.0,28.0,92.0,73.0,50.0,7.0,87.0
3473,*01sea*,Anthony Rizzo,1B,99 prob,32,197.62,90.1,5.6,0.26,0.433,0.346,0.355,0.173,68.0,62.0,55.0,48.0,80.0,55.0,43.0,67.0,49.0,87.0,52.0,75.0,19.0,90.1,5.6,,,,,,,,,,,,,,,,,,,
14986,*03mul*,Giovanny Gallegos,RP,Canha Ge,30,198.12,,,,,,,,,,,,,,,,,,,,,,,0.206,0.347,0.272,3.1,87.0,86.0,79.0,69.0,88.0,13.0,46.0,51.0,88.0,77.0,94.0,87.0,69.0,74.0,
13050,*02but*,Anthony DeSclafani,SP,METS,31,198.19,,,,,,,,,,,,,,,,,,,,3.0,,,0.242,0.41,0.305,3.95,58.0,45.0,44.0,40.0,75.0,45.0,48.0,48.0,42.0,80.0,33.0,58.0,63.0,39.0,4.0
15518,*02yh5*,Amed Rosario,SS,CALIXTO,26,198.27,88.8,2.0,0.265,0.365,0.298,0.308,0.1,17.0,69.0,17.0,9.0,26.0,12.0,8.0,38.0,68.0,56.0,8.0,47.0,97.0,88.8,2.0,,,,,,,,,,,,,,,,,,,
19479,*041qr*,Aaron Civale,SP,sfernand,26,198.71,,,,,,,,,,,,,,,,,,,,,,,0.262,0.461,0.333,4.79,24.0,19.0,17.0,17.0,49.0,43.0,60.0,43.0,24.0,80.0,17.0,24.0,11.0,84.0,89.0
21390,*04ps7*,Joe Ryan,SP,Canha Ge,25,199.71,,,,,,,,,,,,,,,,,,,,,,,0.193,0.391,0.267,2.99,,,,,,,,,,,,,21.0,34.0,38.0
16511,*03dbo*,Jordan Montgomery,SP,99 prob,29,200.53,,,,,,,,,,,,,,,,,,,,,,,0.248,0.403,0.31,4.09,52.0,38.0,45.0,52.0,60.0,54.0,71.0,66.0,57.0,58.0,72.0,52.0,20.0,53.0,21.0
6655,*01scl*,Craig Kimbrel,RP,CALIXTO,33,200.95,,,,,,,,,,,,,,,,,,,,,,,0.157,0.266,0.236,2.33,98.0,99.0,98.0,89.0,97.0,71.0,13.0,38.0,99.0,29.0,100.0,98.0,90.0,64.0,65.0
17988,*03pix*,Tyler Stephenson,"C,1B",sfernand,25,202.54,88.4,3.7,0.257,0.39,0.323,0.342,0.133,43.0,57.0,29.0,25.0,66.0,17.0,24.0,34.0,34.0,68.0,67.0,83.0,46.0,88.4,3.7,,,,,,,,,,,,,,,,,,,
18000,*03pon*,Triston McKenzie,SP,miche,24,203.53,,,,,,,,,,,,,,,,,,,,,,,0.23,0.412,0.322,4.45,36.0,60.0,43.0,29.0,35.0,18.0,17.0,23.0,77.0,14.0,65.0,36.0,32.0,53.0,13.0
12532,*026m0*,Kolten Wong,2B,METS,31,204.54,88.3,4.1,0.251,0.382,0.308,0.317,0.131,26.0,47.0,24.0,23.0,39.0,30.0,25.0,33.0,21.0,75.0,15.0,85.0,43.0,88.3,4.1,,,,,,,,,,,,,,,,,,,
17901,*03pdw*,Andrew Benintendi,OF,METS,27,204.9,89.6,6.7,0.261,0.456,0.331,0.313,0.194,53.0,64.0,68.0,64.0,34.0,68.0,55.0,55.0,66.0,72.0,19.0,68.0,63.0,89.6,6.7,,,,,,,,,,,,,,,,,,,
19566,*041xv*,Nate Lowe,1B,Scavenge,26,206.17,90.8,5.9,0.236,0.402,0.324,0.333,0.166,45.0,23.0,35.0,45.0,57.0,70.0,61.0,77.0,74.0,25.0,90.0,60.0,56.0,90.8,5.9,,,,,,,,,,,,,,,,,,,
19363,*041qs*,Austin Hays,OF,lasmimis,26,206.24,88.8,6.6,0.245,0.432,0.316,0.298,0.187,35.0,37.0,53.0,58.0,14.0,63.0,58.0,38.0,37.0,58.0,8.0,49.0,58.0,88.8,6.6,,,,,,,,,,,,,,,,,,,
9166,*01c5s*,Buster Posey,C,miche,34,206.38,88.5,5.5,0.281,0.469,0.361,0.37,0.188,81.0,88.0,75.0,59.0,90.0,40.0,46.0,35.0,39.0,64.0,87.0,56.0,10.0,88.5,5.5,,,,,,,,,,,,,,,,,,,
15149,*031c4*,Trey Mancini,1B,METS,29,208.18,88.9,7.0,0.266,0.452,0.341,0.336,0.186,64.0,71.0,63.0,57.0,60.0,77.0,68.0,42.0,56.0,37.0,41.0,18.0,40.0,88.9,7.0,,,,,,,,,,,,,,,,,,,
20325,*041m2*,Alex Kirilloff,"1B,OF",Canha Ge,24,208.45,,,0.291,0.541,0.367,0.336,0.25,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,
19312,*03yxh*,Cal Quantrill,"SP,RP",La Maqui,26,209.12,,,,,,,,,,,,,,,,,,,,,,,0.239,0.381,0.304,3.92,58.0,49.0,60.0,67.0,58.0,63.0,76.0,81.0,22.0,60.0,19.0,58.0,68.0,22.0,35.0
11445,*025eo*,Mark Canha,OF,99 prob,32,209.86,87.3,4.5,0.231,0.378,0.332,0.358,0.147,55.0,17.0,24.0,32.0,82.0,46.0,37.0,19.0,25.0,55.0,87.0,72.0,68.0,87.3,4.5,,,,,,,,,,,,,,,,,,,
